G1 A 33 89 1 7 23 30 14 30 18 21 9 6 24 90 W
G2 H 31 94 1 10 32 47 20 42 23 20 15 4 30 95 W
G3 H 45 87 9 15 26 33 11 27 31 24 10 3 30 125 W
G4 A 45 79 4 8 19 24 11 33 29 21 7 5 22 113 W
G5 A 56 100 2 6 24 34 9 40 44 13 12 5 17 138 W
G6 A 63 105 4 10 25 31 14 40 49 22 11 8 22 155 W

G2 H 31 94 1 10 32 47 20 42 23 20 15 4 30 95 W
G3 H 45 87 9 15 26 33 11 27 31 24 10 3 30 125 W
G4 A 45 79 4 8 19 24 11 33 29 21 7 5 22 113 W
G5 A 56 100 2 6 24 34 9 40 44 13 12 5 17 138 W
G6 A 63 105 4 10 25 31 14 40 49 22 11 8 22 155 W
G7 A 59 98 6 7 17 24 13 27 40 18 12 6 23 141 W

G3 H 45 87 9 15 26 33 11 27 31 24 10 3 30 125 W
G4 A 45 79 4 8 19 24 11 33 29 21 7 5 22 113 W
G5 A 56 100 2 6 24 34 9 40 44 13 12 5 17 138 W
G6 A 63 105 4 10 25 31 14 40 49 22 11 8 22 155 W
G7 A 59 98 6 7 17 24 13 27 40 18 12 6 23 141 W
G8 H 58 94 2 6 25 37 13 44 45 22 8 4 25 143 W

G4 A 45 79 4 8 19 24 11 33 29 21 7 5 22 113 W
G5 A 56 100 2 6 24 34 9 40 44 13 12 5 17 138 W
G6 A 63 105 4 10 25 31 14 40 49 22 11 8 22 155 W
G7 A 59 98 6 7 17 24 13 27 40 18 12 6 23 141 W
G8 H 58 94 2 6 25 37 13 44 45 22 8 4 25 143 W
G9 A 48 77 3 5 26 34 6 32 30 18 7 3 27 125 W

G5 A 56 100 2 6 24 34 9 40 44 13 12 5 17 138 W
G6 A 63 105 4 10 25 31 14 40 49 22 11 8 22 155 W
G7 A 59 98 6 7 17 24 13 27 40 18 12 6 23 141 W
G8 H 58 94 2 6 25 37 13 44 45 22 8 4 25 143 W
G9 A 48 77 3 5 26 34 6 32 30 18 7 3 27 125 W
G10 A 49 93 7 15 38 51 15 32 32 16 13 6 29 143 W

G6 A 63 105 4 10 25 31 14 40 49 22 11 8 22 155 W
G7 A 59 98 6 7 17 24 13 27 40 18 12 6 23 141 W
G8 H 58 94 2 6 25 37 13 44 45 22 8 4 25 143 W
G9 A 48 77 3 5 26 34 6 32 30 18 7 3 27 125 W
G10 A 49 93 7 15 38 51 15 32 32 16 13 6 29 143 W
G11 A 47 86 6 10 17 24 14 25 34 20 7 8 24 117 W

G7 A 59 98 6 7 17 24 13 27 40 18 12 6 23 141 W
G8 H 58 94 2 6 25 37 13 44 45 22 8 4 25 143 W
G9 A 48 77 3 5 26 34 6 32 30 18 7 3 27 125 W
G10 A 49 93 7 15 38 51 15 32 32 16 13 6 29 143 W
G11 A 47 86 6 10 17 24 14 25 34 20 7 8 24 117 W
G12 A 43 100 2 14 21 29 19 32 22 14 6 7 25 109 L

G8 H 58 94 2 6 25 37 13 44 45 22 8 4 25 143 W
G9 A 48 77 3 5 26 34 6 32 30 18 7 3 27 125 W
G10 A 49 93 7 15 38 51 15 32 32 16 13 6 29 143 W
G11 A 47 86 6 10 17 24 14 25 34 20 7 8 24 117 W
G12 A 43 100 2 14 21 29 19 32 22 14 6 7 25 109 L
G13 A 41 85 4 5 21 23 14 31 29 16 5 7 25 107 W

G9 A 48 77 3 5 26 34 6 32 30 18 7 3 27 125 W
G10 A 49 93 7 15 38 51 15 32 32 16 13 6 29 143 W
G11 A 47 86 6 10 17 24 14 25 34 20 7 8 24 117 W
G12 A 43 100 2 14 21 29 19 32 22 14 6 7 25 109 L
G13 A 41 85 4 5 21 23 14 31 29 16 5 7 25 107 W
G14 H 44 105 7 19 35 40 18 31 24 21 12 5 28 130 W

G10 A 49 93 7 15 38 51 15 32 32 16 13 6 29 143 W
G11 A 47 86 6 10 17 24 14 25 34 20 7 8 24 117 W
G12 A 43 100 2 14 21 29 19 32 22 14 6 7 25 109 L
G13 A 41 85 4 5 21 23 14 31 29 16 5 7 25 107 W
G14 H 44 105 7 19 35 40 18 31 24 21 12 5 28 130 W
G15 A 37 80 4 12 23 33 15 38 27 19 7 8 24 101 W

G11 A 47 86 6 10 17 24 14 25 34 20 7 8 24 117 W
G12 A 43 100 2 14 21 29 19 32 22 14 6 7 25 109 L
G13 A 41 85 4 5 21 23 14 31 29 16 5 7 25 107 W
G14 H 44 105 7 19 35 40 18 31 24 21 12 5 28 130 W
G15 A 37 80 4 12 23 33 15 38 27 19 7 8 24 101 W
G16 H 39 86 3 10 17 22 11 36 23 17 8 8 28 98 W

